番号	title	url
102	请教IM中用户昵称和用户头像一般是如何处理，每条消息带上吗？ 	http://www.52im.net/thread-3268-1-1.html
103	请教IM中群组消息异步入库引发的问题，如何处理最优化 	http://www.52im.net/thread-4091-1-1.html
104	请教IM中实时音视频聊天时，两人的视频聊天内容如何进行监控保存 	http://www.52im.net/thread-2500-1-1.html
105	请教IM中netty+protobuf 如何更好地使用？ 	http://www.52im.net/thread-702-1-1.html
106	请教IM中，群聊消息应该是推还是拉的方式更合理？ 	http://www.52im.net/thread-2337-1-1.html
107	请教IM系统中群聊需要如何优化，才能应对分布式的架构 	http://www.52im.net/thread-3532-1-1.html
108	请教IM系统中客户端的多端同时登录问题 	http://www.52im.net/thread-1980-1-1.html
109	请教IM系统可以从几个维度来看？如何理解它？ 	http://www.52im.net/thread-1990-1-1.html
110	请教IM客户端的群聊头像和昵称的读取有没有更好的办法 	http://www.52im.net/thread-1096-1-1.html
111	请教IM聊天通信过程中数据丢失的情况 	http://www.52im.net/thread-2329-1-1.html
112	请教IM聊天消息的存储方案 	http://www.52im.net/thread-1097-1-1.html
113	请教IM聊天窗体中发送图 表情 文件之类是如何操作呢 	http://www.52im.net/thread-3845-1-1.html
118	请大家帮忙看看我的“客服+机器人客服+IM”架构思想 	http://www.52im.net/thread-2160-1-1.html
167	类似于discord之类的超大im群组，是如何实现的呢？ 	http://www.52im.net/thread-3861-1-1.html
171	简述移动端IM开发的那些坑：架构设计、通信协议和客户端 	http://www.52im.net/thread-289-1-1.html
172	盘点和反思在微信的阴影下艰难求生的移动端IM应用 	http://www.52im.net/thread-1947-1-1.html
177	现代IM系统中聊天消息的同步和存储方案探讨 	http://www.52im.net/thread-1230-1-1.html
183	环信公开课第12期-所有关于环信IM昵称头像的问题听这课就够了 	http://www.52im.net/thread-788-1-1.html
188	环信 IM Here ：新产品 · 新战略 · 新生态 	http://www.52im.net/thread-3051-1-1.html
191	焕然一新！IM新版页面惊艳亮相！ 	http://www.52im.net/thread-1458-1-1.html
208	对MobileIMSDK移动端sdk做了flutter封装代码分享 	http://www.52im.net/thread-3271-1-1.html
236	仅使用移动端IM框架，服务器 最低配置需求是多少 	http://www.52im.net/thread-2088-1-1.html
237	为战胜拖延症 - 我们打造了个开源IM社交app 	http://www.52im.net/thread-654-1-1.html
238	为啥IM的app与web端发离线消息或查看历史消息都是中文乱码？ 	http://www.52im.net/thread-4041-1-1.html
239	为何微信、QQ这样的IM工具不使用GCM服务推送消息？ 	http://www.52im.net/thread-117-1-1.html
241	为什么说基于TCP的移动端IM仍然需要心跳保活？ 	http://www.52im.net/thread-281-1-1.html
245	为什么主流IM登录用HTTP，聊天用TCP，不可以一起用吗 	http://www.52im.net/thread-2393-1-1.html
252	咱们52im.net主站可否升级https协议呢 	http://www.52im.net/thread-4009-1-1.html
255	我想问下，MobileIMSDK和openfire哪个比较好呢？ 	http://www.52im.net/thread-2689-1-1.html
256	我写了个开源 IM 服务端，不知道写的好不好，欢迎拍砖 	http://www.52im.net/thread-3215-1-1.html
260	关于学习使用MobileIMSDK的门槛问题以及附带一个小白疑惑 	http://www.52im.net/thread-3671-1-1.html
261	关于微信的IM聊天消息序列号生成实践的讨论 	http://www.52im.net/thread-3488-1-1.html
263	关于MobileIMSDK如何保证数据有序性的问题。 	http://www.52im.net/thread-726-1-1.html
265	关于IM离线消息拉取的疑问 	http://www.52im.net/thread-906-1-1.html
266	关于IM中消息转发功能里，逐条转发设计的疑问 	http://www.52im.net/thread-3795-1-1.html
267	关于IM通信技术以及开源技术支持不到位的思考 	http://www.52im.net/thread-982-1-1.html
268	关于IM即时通讯群聊消息的乱序问题讨论 	http://www.52im.net/thread-1436-1-1.html
269	关于IM群聊回执的技术实现思路问题求助 	http://www.52im.net/thread-1676-1-1.html
270	关于IM群消息，服务端是否应该给发送者回复ack应答？ 	http://www.52im.net/thread-3171-1-1.html
271	关于Im切换账号问题！ 	http://www.52im.net/thread-436-1-1.html
272	关于IM聊天发图片时，聊天界面中图片灰色转圈不刷新显示的问题 	http://www.52im.net/thread-3684-1-1.html
273	关于自已开发的IM服务端管理存活channel时，如何判断连接是否失效的办法 	http://www.52im.net/thread-1336-1-1.html
286	技术往事：史上最全QQ图标变迁过程，追寻IM巨人的演进历史 	http://www.52im.net/thread-599-1-1.html
289	技事往事：你知道IM聊天软件中的“对方正在输入…”功能的起源吗？ 	http://www.52im.net/thread-2688-1-1.html
292	老罗最新发布了“子弹短信”这款IM，主打熟人社交能否对标微信？ 	http://www.52im.net/thread-1898-1-1.html
301	来自阿里OpenIM：打造安全可靠即时通讯服务的技术实践分享 	http://www.52im.net/thread-215-1-1.html
303	要开发PC端、移动端（Android和iOS）共3个端的IM，需要用到哪些技术框架 	http://www.52im.net/thread-1202-1-1.html
305	要做国外IM聊天应用，请问Android默认的FCM推送支持锁屏呼叫吗 	http://www.52im.net/thread-3040-1-1.html
306	用于IM中图片压缩的Android工具类源码，效果可媲美微信 [附件下载] 	http://www.52im.net/thread-701-1-1.html
307	用netty的websocket开发IM，收到ContinuationWebSocketFrame该如何处理？ 	http://www.52im.net/thread-1328-1-1.html
308	用MobileIMSDK开发的IM实现的群发，确认消息提示问题 	http://www.52im.net/thread-1497-1-1.html
309	用go写im,server的接收缓冲区跟发送缓冲区设置多少合适？ 	http://www.52im.net/thread-3197-1-1.html
313	有人了解过国外的一些开源IM吗？例如Wire，Matrix 	http://www.52im.net/thread-1104-1-1.html
318	求购一款 根据站长MobileIMSDK-Web开发的在线客服软件 	http://www.52im.net/thread-3121-1-1.html
319	求购一款 根据站长MobileIMSDK-Web开发的客服软件 	http://www.52im.net/thread-2955-1-1.html
321	求指教怎么做IM多设备同时在线、消息同步功能？ 	http://www.52im.net/thread-3309-1-1.html
324	求助类似微信的IM聊天app锁屏或后台时的连续震动呼叫方案 	http://www.52im.net/thread-2878-1-1.html
327	求助为什么im sdk登陆账号相同可以正常登陆 	http://www.52im.net/thread-3116-1-1.html
329	求助关于IM中的加密的问题处理，以及多协议的支持 	http://www.52im.net/thread-3234-1-1.html
331	求助关于web端im的消息存储该怎么实现？从而方便浏览器拉取 	http://www.52im.net/thread-2646-1-1.html
332	求助我的IM切换到4G网络时耗时几分钟才登录成功 	http://www.52im.net/thread-2089-1-1.html
333	求助关于IM中离线消息拉取时本地存储的msgID疑问 	http://www.52im.net/thread-1956-1-1.html
334	求助关于IM消息推送和拉取如何共存? 	http://www.52im.net/thread-3209-1-1.html
335	求助关于IM客户端APP发送自定义消息到服务端接收问题 	http://www.52im.net/thread-2862-1-1.html
336	求助一下基于XMPP写的iOS端IM的断线连接问题 	http://www.52im.net/thread-3543-1-1.html
337	求助用XMPPFramework开发的IM中，点击会话列表最近一条消息却无消息内容 	http://www.52im.net/thread-739-1-1.html
338	求助用UDP协议实现的IM中，发送文件的技术实现思路 	http://www.52im.net/thread-3351-1-1.html
339	求助用MobileIMSDK-Web写的IM和APP IM连通却疑似丢包的疑问 	http://www.52im.net/thread-1627-1-1.html
340	求助基于XMPP写的iOS端IM的断线连接问题 	http://www.52im.net/thread-3374-1-1.html
344	求助多个APP想提炼通用的IM服务端，有什么好的方案建议？ 	http://www.52im.net/thread-3089-1-1.html
346	求助自已开发的IM中，APP如何检测与服务端网络是否断开？ 	http://www.52im.net/thread-1392-1-1.html
347	求助定制MobileIMSDK客户端发送数据包和服务端回写的疑问 	http://www.52im.net/thread-3962-1-1.html
348	求助在Web端做IM缓存技术，用什么合适呢？ 	http://www.52im.net/thread-3264-1-1.html
349	求助公司自己搭建了IM应用，iOS端消息推送部分该如何实现？ 	http://www.52im.net/thread-2706-1-1.html
353	求助如何生成IM单聊中聊天消息的会话id 	http://www.52im.net/thread-4068-1-1.html
354	求助如何解决IM历史聊天消息与服务端完整同步的问题 	http://www.52im.net/thread-1958-1-1.html
362	求助nodejs使用mysql做IM存储，查询出现数据库断连的问题 	http://www.52im.net/thread-2424-1-1.html
370	求助IM服务器无法主动发送消息给客户 	http://www.52im.net/thread-2131-1-1.html
371	求助IM开发使用MQ中间件和RPC的疑惑 	http://www.52im.net/thread-3045-1-1.html
372	求助IM的客户端登录后一直挂着，技术上如何判断连接是否存活？ 	http://www.52im.net/thread-3649-1-1.html
373	求助IM的iOS端在群组发消息时，显示消息发送失败，但对方其实能收到 	http://www.52im.net/thread-3639-1-1.html
374	求助IM中发送者怎么监听接收者是否在线且处于正在聊天的状态？ 	http://www.52im.net/thread-2860-1-1.html
375	求助IM中APP和Web同一账号同时登陆时，聊天消息同步的实现方法 	http://www.52im.net/thread-2931-1-1.html
376	求助IM中，协议设计时，如何更优雅的区分单聊、群聊消息？ 	http://www.52im.net/thread-3068-1-1.html
377	求助IM退到后台，再次打开时重连时间需要一秒时间 	http://www.52im.net/thread-3785-1-1.html
378	求助IM推送服务端pushy库报错的问题，完全没有头绪 	http://www.52im.net/thread-2973-1-1.html
379	求助IM在锁屏、后台或结束进程情况下，能接收语音和视频通知(像微信一样) 	http://www.52im.net/thread-2913-1-1.html
380	求助IM群聊里消息的ACK应答的疑问，群聊跟单聊一样逐条应答吗 	http://www.52im.net/thread-4054-1-1.html
381	求助IM拉取离线聊天消息的完毕标记问题，麻烦看看 	http://www.52im.net/thread-2900-1-1.html
382	求助IM音、频通话的离线呼叫通知实现 	http://www.52im.net/thread-2874-1-1.html
383	求助IM聊天软件中的新消息和历史消息有啥区别 	http://www.52im.net/thread-3573-1-1.html
387	求助Android版IM工程中引入一个扫一扫开源源码，编译错误的问题 	http://www.52im.net/thread-2434-1-1.html
394	求助，IM离线消息在什么情况下保存比较合适呢？ 	http://www.52im.net/thread-3157-1-1.html
395	求推安卓荐局域网IM开源框架 	http://www.52im.net/thread-886-1-1.html
396	求推荐有没有好一点的开源的IM，适合商用？ 	http://www.52im.net/thread-2547-1-1.html
397	求推荐 iOS IM开源框架 	http://www.52im.net/thread-1182-1-1.html
399	求教给所有IM用户推送一条消息怎么实现好一些？ 	http://www.52im.net/thread-3999-1-1.html
402	求教关于IM用户信息和群聊信息缓存的差异更新和拉取问题 	http://www.52im.net/thread-4035-1-1.html
403	求教关于IM群聊消息中只存储一份的逻辑有些疑问 	http://www.52im.net/thread-2236-1-1.html
405	求教关于 IM 应用的服务器性能和带宽的选择 	http://www.52im.net/thread-1192-1-1.html
406	求教关于IM聊天会话列表、离线消息拉取等的一些疑问 	http://www.52im.net/thread-3929-1-1.html
407	求教基于websocket的web端IM使用动态加速导致不稳定的问题 	http://www.52im.net/thread-2963-1-1.html
408	求教基于XMPP的IM安卓端能否去掉加入群聊逻辑 	http://www.52im.net/thread-3934-1-1.html
409	求教基于WebSocket的IM部署到Nginx的访问问题 	http://www.52im.net/thread-1763-1-1.html
412	求教基于websocket写的im中，心跳该谁发ping（客户端还是服务端？） 	http://www.52im.net/thread-3852-1-1.html
413	求教网页端IM好友关系拉取、最近消息、离线消息等设计疑问 	http://www.52im.net/thread-3858-1-1.html
414	求教分布式IM服务器消息转发技术上怎么实现，小白一枚 	http://www.52im.net/thread-3683-1-1.html
417	求教手机息屏之后IM就断线了，这个怎么解决？ 	http://www.52im.net/thread-4238-1-1.html
419	求教有谁分析过IM聊天里的位置定位功能是怎么实现的？ 	http://www.52im.net/thread-2195-1-1.html
421	求教有没有用winform写的仿微信IM PC客户端框架的？ 	http://www.52im.net/thread-2885-1-1.html
422	求教有没有对于IM软件详细的硬件和网络配置方面的资料？ 	http://www.52im.net/thread-3100-1-1.html
424	求教大规模IM群聊技术实现 	http://www.52im.net/thread-3884-1-1.html
425	求教怎么向所有的IM客户端发送消息 	http://www.52im.net/thread-2476-1-1.html
426	求教即时通讯IM服务端怎么做到无感热更新？ 	http://www.52im.net/thread-3933-1-1.html
427	求教即时通讯IM系统异地多活方案，具体该怎么实现？ 	http://www.52im.net/thread-3714-1-1.html
429	求教关于IM应用中，聊天记录数据存储的一些疑问 	http://www.52im.net/thread-2745-1-1.html
430	求教关于IM用户在新端拉取上万条数据的优化问题 	http://www.52im.net/thread-4048-1-1.html
431	求教关于IM中服务端发送给客户端的离线消息可靠性问题 	http://www.52im.net/thread-2692-1-1.html
432	求教关于IM中服务端做消息撤回功能的问题 	http://www.52im.net/thread-2701-1-1.html
433	求教关于IM中离线消息获取方案，全量还是增量？拉取失败怎么办？ 	http://www.52im.net/thread-3565-1-1.html
434	求教关于IM消息送达可靠性（QoS应答机制）的实现方案 	http://www.52im.net/thread-576-1-1.html
435	求教关于IM聊天系统中长连接的鉴权设计思路 	http://www.52im.net/thread-2695-1-1.html
437	求教关于IM离线聊天消息同步策略的的一些疑惑 	http://www.52im.net/thread-2765-1-1.html
439	求教自研IM服务端，在客户端在线状态不准确情况下如何保证消息的送达？ 	http://www.52im.net/thread-3179-1-1.html
445	求教各位，怎么保证IM群消息在线的的用户都收到 	http://www.52im.net/thread-3159-1-1.html
446	求教大家做im的心得，通过socket发送消息到redis订阅发布行不行 	http://www.52im.net/thread-3709-1-1.html
447	求教关IM服务器的用户安全认证的常用做法 	http://www.52im.net/thread-569-1-1.html
449	求教移动端IM传输图片和文件的实现方案 	http://www.52im.net/thread-933-1-1.html
451	求教如何对MobileIMSDK这样的tcp协议进行压测呢 	http://www.52im.net/thread-4016-1-1.html
452	求教如何实现微信小程序里的即时通讯跟我APP端IM的通信 	http://www.52im.net/thread-1464-1-1.html
453	求教如何优雅解决IM中由群聊产生的循环拉取问题？ 	http://www.52im.net/thread-3237-1-1.html
454	求教如何使用两台服务器做跨国IM通信，一台放大陆、一台放台湾 	http://www.52im.net/thread-3640-1-1.html
455	求教如何支撑IM中10万人群的大规模群聊技术实现 	http://www.52im.net/thread-3760-1-1.html
456	求教web端IM聊天功能中的聊天历史记录应该怎样保存？ 	http://www.52im.net/thread-3587-1-1.html
457	求教WebSocket实现的IM在弱网络环境下的优化 	http://www.52im.net/thread-339-1-1.html
461	求教Web IM的前端存储最近的聊天消息能不能用浏览器本地存储？ 	http://www.52im.net/thread-4118-1-1.html
468	求教MobileIMSDK-Web服务端引入到自己的项目中 	http://www.52im.net/thread-3888-1-1.html
469	求教MobileIMSDK 里面找不到ServerLauncherImpl.getInstance()这个方法 	http://www.52im.net/thread-1530-1-1.html
471	求教java异步编程开发即时通讯IM应用的问题 	http://www.52im.net/thread-4013-1-1.html
472	求教iPad上的IM应该独立版本开发呢，还是与移动端共用一套代码？ 	http://www.52im.net/thread-3761-1-1.html
474	求教IM历史聊天消息的存储如何满足多端同步的场景 	http://www.52im.net/thread-4128-1-1.html
475	求教IM离线消息，是推好一些，还是拉好一点 	http://www.52im.net/thread-3900-1-1.html
476	求教IM未读消息计数在同一账号多端登录情况下的同步问题 	http://www.52im.net/thread-3956-1-1.html
477	求教IM服务端与客户端之间的通信的基础问题 	http://www.52im.net/thread-3901-1-1.html
478	求教IM服务端多服务器如何择优连接的问题 	http://www.52im.net/thread-716-1-1.html
479	求教IM服务端性能瓶颈会在哪里？高峰期在线几十万，CPU耗得很高 	http://www.52im.net/thread-3711-1-1.html
480	求教IM开发中的会话数据存储和事件触发 	http://www.52im.net/thread-4098-1-1.html
481	求教IM登录后建立连接的优化：如何知道socket属于哪个用户 	http://www.52im.net/thread-3693-1-1.html
482	求教IM中用户间聊天问题，发出消息到底用http还是长连接？ 	http://www.52im.net/thread-3792-1-1.html
483	求教IM中文件消息时，文件传输卡顿，聊天发消息会变迟钝 	http://www.52im.net/thread-4070-1-1.html
484	求教im中特殊字符的附件下载报错，但上传不报错 	http://www.52im.net/thread-3775-1-1.html
485	求教IM中好友添加等系统通知的消息，需要做离线保存吗？ 	http://www.52im.net/thread-3920-1-1.html
486	求教IM的PC客户端在多开的情况下如何优化卡顿问题 	http://www.52im.net/thread-3622-1-1.html
487	求教IM的ios端未读消息数应该如何统计(比如APP角标上的未读数) 	http://www.52im.net/thread-2372-1-1.html
488	求教IM的app端消息id生成问题，是服务端生成还是客户端生成？ 	http://www.52im.net/thread-3701-1-1.html
489	求教IM中实现同一账号多端重复登录时，踢出前面登陆的思路？ 	http://www.52im.net/thread-2879-1-1.html
490	求教IM中单聊的数据库设计是怎么样的设计思想 	http://www.52im.net/thread-2515-1-1.html
491	求教IM中离线聊天消息的拉取，应该通过 http 还是 socket？ 	http://www.52im.net/thread-3163-1-1.html
492	求教IM中小群和单聊的聊天消息写扩散处理 	http://www.52im.net/thread-3847-1-1.html
493	求教IM中黑名单是否可以客户端判断？ 服务端的话会不会影响异步性能？ 	http://www.52im.net/thread-3576-1-1.html
494	求教IM中聊天消息的数据结构如何设计比较合理 	http://www.52im.net/thread-3705-1-1.html
495	求教IM中，客户端数据库该如何设计，该怎么建表？ 	http://www.52im.net/thread-3353-1-1.html
496	求教IM即时通讯聊天会话的空闲时间怎么实现和控制？ 	http://www.52im.net/thread-1362-1-1.html
497	求教IM消息中是否需要携带用户的信息(用户头像，昵称等) 	http://www.52im.net/thread-2228-1-1.html
498	求教IM里长连接为什么不宜发送略大的数据？ 	http://www.52im.net/thread-3559-1-1.html
499	求教IM里发语音如何提示语音消息时间过短 	http://www.52im.net/thread-3818-1-1.html
500	求教IM里聊天列表的获取和发送人信息的获取，怎么做合适？ 	http://www.52im.net/thread-3698-1-1.html
501	求教IM在华为荣耀上运行的时候报错的问题 	http://www.52im.net/thread-2805-1-1.html
502	求教IM好友关系在服务端的存储、检查等设计思路问题 	http://www.52im.net/thread-3756-1-1.html
503	求教IM系统应用层协议的字段该如何设计？ 	http://www.52im.net/thread-3658-1-1.html
504	求教IM系统里，如何统计聊天消息的到达率 	http://www.52im.net/thread-3349-1-1.html
505	求教IM系统中，暂存于kafka的离线消息如果不能及时消费并存DB时 	http://www.52im.net/thread-3815-1-1.html
506	求教IM系统如何实现多端推送与消息同步？ 	http://www.52im.net/thread-3584-1-1.html
507	求教IM群聊发送数据带宽问题：群内1000用户在线、每秒100条消息 	http://www.52im.net/thread-3688-1-1.html
508	求教IM客户端维护会话，该如何实现多端消息同步？ 	http://www.52im.net/thread-3905-1-1.html
509	求教IM客户端，插入本地sqlite时如何高效进行聊天消息去重？ 	http://www.52im.net/thread-2436-1-1.html
510	求教IM架构设计中聊天消息的存储设计（想用levelDB） 	http://www.52im.net/thread-3771-1-1.html
511	求教IM会话数据保存该怎么设计，服务端保存？ 	http://www.52im.net/thread-3728-1-1.html
512	求教IM写扩散模式，怎么同步用户数据比较好？ 	http://www.52im.net/thread-4167-1-1.html
513	求教IM云端消息应该加密存储还是明文存储呢？ 	http://www.52im.net/thread-3718-1-1.html
514	求教im聊天消息在Andriod多activity展示时解决方法 	http://www.52im.net/thread-3328-1-1.html
515	求教IM聊天好友功能-黑名单实现疑问 	http://www.52im.net/thread-1621-1-1.html
518	求教cocos2dx-lua项目中想内置简单IM模块的技术方案选择 	http://www.52im.net/thread-2952-1-1.html
521	求教：如果开发IMSDK，SDK有必要为开发者实现具体的存储方案吗？ 	http://www.52im.net/thread-1695-1-1.html
524	求教：IM中好友关系存储和单聊消息鉴权的设计问题 	http://www.52im.net/thread-3238-1-1.html
526	求教，想把MobileIMSDK集成到普通的web项目中 	http://www.52im.net/thread-3764-1-1.html
527	求教，IM中上线提醒是仅发给好友还是发给全部客户端？ 	http://www.52im.net/thread-3830-1-1.html
528	求教，IM中计划采用读扩散的方式，但有些技术需要大家帮助 	http://www.52im.net/thread-3285-1-1.html
529	求教，IM系统服务端是否需要用专用的数据库？ 	http://www.52im.net/thread-4107-1-1.html
534	求教 ios 端IM聊天工具，收到语音聊天时如何实现在锁屏状态下通知？ 	http://www.52im.net/thread-2559-1-1.html
535	求教 im 中如何做内容审核？ 	http://www.52im.net/thread-3864-1-1.html
536	求解主流Web端IM需不需要建本地数据库（如IndexDB）存储消息记录？ 	http://www.52im.net/thread-2370-1-1.html
537	求解IM群聊中消息排序的问题，到底按什么排序合适 	http://www.52im.net/thread-4043-1-1.html
539	求MobileIMSDK用到的压力测试工具"TCP/UDP test" //www.52im.net/thread-2332-1-1.html	http://www.52im.net/thread-2332-1-1.html
540	求MobileIMSDK开源版源码iOS版的，急用！ 	http://www.52im.net/thread-555-1-1.html
541	求IM系统的总体架构设计方案，越详细越好 	http://www.52im.net/thread-2420-1-1.html
546	基于Netty，从零开发IM(四)：编码实践篇（系统优化） 	http://www.52im.net/thread-3988-1-1.html
547	基于Netty，从零开发IM(一)：IM系统设计篇 	http://www.52im.net/thread-3963-1-1.html
549	基于XMPP的开源Smack库的IM登录时报错求助 	http://www.52im.net/thread-662-1-1.html
552	基于Netty，从零开发IM(二)：编码实践篇（单聊功能） 	http://www.52im.net/thread-3974-1-1.html
556	基于Netty的IM聊天加密技术学习：一文理清常见的加密概念、术语等 	http://www.52im.net/thread-4104-1-1.html
557	基于MobileIMSDK的IM每天几千离线消息，群聊会话列表、离线拉取问题 	http://www.52im.net/thread-3936-1-1.html
559	目前Web IM里用得jquery是1.8,jq升级到3.5或最新版本，是否会有问题？ 	http://www.52im.net/thread-3944-1-1.html
565	万字长文：手把手教你实现一套高效的IM长连接自适应心跳保活机制 	http://www.52im.net/thread-3908-1-1.html
570	本人萌新，关于IM设计中长连接和http的一些疑问，希望好心人指点 	http://www.52im.net/thread-3880-1-1.html
572	本人一直在做Java企业级开发，可以专研IM这个方向吗？怎么做？ 	http://www.52im.net/thread-4152-1-1.html
577	网页端IM通信技术快速入门：短轮询、长轮询、SSE、WebSocket 	http://www.52im.net/thread-3555-1-1.html
608	网易云信技术分享：IM中的万人群聊技术方案实践总结 	http://www.52im.net/thread-2707-1-1.html
609	网易云信技术分享：IM聊天室架构如何跳出传统思维来设计？ 	http://www.52im.net/thread-655-1-1.html
613	网易云信IM h5版本如何嵌入到网站项目中？ 	http://www.52im.net/thread-1452-1-1.html
616	网易IM云千万级并发消息处理能力的架构设计与实践PPT [附件下载] 	http://www.52im.net/thread-661-1-1.html
621	不为人知的网络编程(三)：关闭TCP连接时为什么会TIME_WAIT、CLOSE_WAIT 	http://www.52im.net/thread-1007-1-1.html
629	分享我自已写的基于netty和webrtc的IM聊天系统，一起学习 	http://www.52im.net/thread-3050-1-1.html
630	分享我个人的开源IM项目：Go高性能分布式IM - GlideIM 	http://www.52im.net/thread-3890-1-1.html
631	分享自已写的针对MobileIMSDK的jmeter压力测试插件 	http://www.52im.net/thread-4024-1-1.html
633	分享一个最高10W人在线的IM架构图 	http://www.52im.net/thread-1622-1-1.html
638	不懂就问-第三方IM服务和本站有什么区别 	http://www.52im.net/thread-3048-1-1.html
645	干货分享——使用融云通讯能力库 IMLib 实现单群聊的阅读回执 	http://www.52im.net/thread-3203-1-1.html
647	美图海量用户的IM架构零基础演进之路(PPT) [附件下载] 	http://www.52im.net/thread-1632-1-1.html
653	开发一款类似或仿YY.QT这种IM多人语音软件希望个人可以现实见面的接单！ 	http://www.52im.net/thread-1630-1-1.html
654	开发IM是自己设计协议用字节流好还是字符流好？ 	http://www.52im.net/thread-150-1-1.html
655	开发im，用户和scoket通道的bind关系,使用业务userId还是sessionId好？ 	http://www.52im.net/thread-3953-1-1.html
657	开源轻量级IM框架 MobileIMSDK v6.3 已发布！ 	http://www.52im.net/thread-4109-1-1.html
